PRIMARY_KEY,Employer_category,employee_count,Pay,Economic_sector,TYPE_OF_CONTRACT,WORK_CONDITION,labor_force_status,WORKING_HOURS,work_description,JOB_DEP
42129,"ct_8","tr_4",34913,"PZ","CDI","C","O",1820,"341a","49"
42132,"ct_1","tr_4",39416,"OZ","CDI","C","O",1820,"461f","49"
42133,"ct_9","tr_5",26887,"HZ","CDI","C","O",1947,"546c","49"
42134,"ct_2","tr_6",30726,"OZ","CDI","C","O",1678,"332b","49"
42139,"ct_9","tr_3",23541,"MA","CDI","C","O",1433,"472c","49"
42141,"ct_9","tr_5",19841,"GZ","CDI","C","O",1605,"552a","49"
42142,"ct_9","tr_1",49109,"KZ","CDI","C","O",1631,"374d","28"
42153,"ct_8","tr_4",14587,"PZ","CDI","C","O",1820,"543g","49"
42160,"ct_9","tr_6",24478,"CL","CDI","C","O",1624,"624b","49"
42165,"ct_8","tr_4",14368,"QA","CDI","P","O",759,"525d","49"
42169,"ct_8","tr_4",22261,"QB","CDI","C","O",1870,"434d","49"
42173,"ct_8","tr_3",18233,"QB","CDI","C","O",1820,"526a","49"
42178,"ct_9","tr_1",10088,"GZ","CDI","C","O",1221,"487a","49"
42179,"ct_9","tr_3",18522,"GZ","CDI","C","O",1904,"551a","49"
42181,"ct_9","tr_2",16463,"FZ","CDI","C","O",1563,"632j","49"
42183,"ct_9","tr_6",8149,"CG","CDI","C","O",1218,"674a","49"
42184,"ct_9","tr_1",20754,"CA","CDI","C","O",2010,"554a","49"
42186,"ct_9","tr_3",24047,"GZ","CDI","C","O",2232,"556a","49"
42193,"ct_9","tr_2",21066,"GZ","CDI","C","O",2061,"637d","49"
42198,"ct_9","tr_1",9418,"GZ","CDI","C","O",876,"554c","35"
42199,"ct_9","tr_6",33726,"QA","CDI","C","O",1845,"431f","49"
42202,"ct_9","tr_1",12595,"IZ","CDI","C","O",1318,"561b","49"
42205,"ct_9","tr_1",15574,"JA","CDD","C","O",395,"353c","2A"
42211,"ct_8","tr_4",39459,"SZ","CDI","C","O",1820,"373c","49"
42214,"ct_8","tr_6",27786,"KZ","CDI","C","O",1802,"461b","49"
42218,"ct_8","tr_1",17774,"SZ","CDI","P","O",1665,"435a","49"
42231,"ct_8","tr_6",28791,"PZ","CDI","P","O",1505,"342c","49"
42232,"ct_9","tr_2",16285,"GZ","CDI","C","O",1714,"691b","49"
42234,"ct_9","tr_1",16789,"NZ","TTP","C","O",1492,"554c","49"
42235,"ct_9","tr_3",18030,"CC","CDI","C","O",1820,"675b","79"
42255,"ct_9","tr_5",15203,"CA","CDI","C","O",1805,"674c","85"
42262,"ct_9","tr_4",14302,"GZ","CDI","C","O",1797,"552a","49"
42270,"ct_9","tr_3",37662,"MA","CDI","C","O",1820,"461d","49"
42273,"ct_8","tr_3",24759,"QB","CDI","C","O",1820,"434e","49"
42277,"ct_9","tr_5",26084,"CA","CDI","C","O",1750,"461b","44"
42280,"ct_9","tr_1",11231,"FZ","APP","C","A",1820,"632a","49"
42283,"ct_9","tr_3",21513,"KZ","CDI","C","O",1810,"467a","49"
42289,"ct_9","tr_6",12388,"QA","CDI","P","O",862,"431f","49"
42293,"ct_9","tr_2",29191,"GZ","CDI","C","O",1821,"463c","44"
42294,"ct_9","tr_6",18167,"NZ","CDI","C","O",1823,"543f","49"
42299,"ct_8","tr_1",9764,"SZ","CDI","C","O",750,"526c","49"
42303,"ct_9","tr_4",19427,"HZ","CDI","C","O",2160,"641a","49"
42304,"ct_9","tr_4",4331,"NZ","CDI","C","O",353,"676c","49"
42314,"ct_9","tr_5",20095,"CA","CDI","C","O",1823,"625f","49"
42315,"ct_8","tr_5",16835,"QB","CDI","C","O",1820,"434f","49"
42317,"ct_9","tr_2",8014,"CE","CDI","C","O",1076,"674a","49"
42320,"ct_9","tr_3",22399,"CH","CDI","C","O",1778,"623g","49"
42325,"ct_9","tr_3",17994,"CA","CDI","C","O",994,"691d","49"
42327,"ct_9","tr_6",22857,"CG","CDI","C","O",1985,"625c","49"
42346,"ct_9","tr_3",19341,"GZ","CDI","C","O",1638,"462a","49"
42348,"ct_9","tr_5",37045,"KZ","CDI","C","O",1820,"461e","49"
42354,"ct_9","tr_0",18456,"GZ","CDI","C","O",1927,"634c","49"
42361,"ct_1","tr_4",27703,"PZ","AUT","C","O",1820,"341a","72"
42362,"ct_9","tr_5",12890,"GZ","CDD","C","O",1057,"551a","49"
42367,"ct_9","tr_1",20116,"GZ","CDI","C","O",1764,"543b","49"
42390,"ct_9","tr_1",22491,"KZ","CDI","P","O",1686,"545c","49"
42396,"ct_8","tr_6",45361,"KZ","CDI","C","O",1820,"372b","49"
42397,"ct_9","tr_3",4946,"QB","CDI","P","O",668,"563b","49"
42400,"ct_9","tr_2",20041,"CH","CDI","C","O",1910,"624f","49"
42411,"ct_9","tr_2",15574,"GZ","CDI","C","O",1653,"554d","49"
42414,"ct_9","tr_3",30697,"PZ","CDI","C","O",1769,"463d","49"
42419,"ct_9","tr_1",3261,"IZ","CDI","P","O",485,"561d","35"
42421,"ct_9","tr_5",24462,"CE","CDI","C","O",1820,"475b","49"
42423,"ct_8","tr_1",5150,"SZ","CDI","P","O",167,"424a","49"
42425,"ct_9","tr_3",19954,"HZ","CDI","C","O",1910,"641a","49"
42427,"ct_8","tr_5",28784,"QB","CDI","C","O",1820,"434f","49"
42428,"ct_8","tr_1",9133,"RZ","CDI","P","O",720,"435b","49"
42430,"ct_8","tr_6",33186,"QA","CDI","C","O",1750,"433a","49"
42432,"ct_9","tr_5",18330,"CE","CDI","C","O",1771,"674a","49"
42438,"ct_9","tr_3",10054,"GZ","CDI","C","O",1109,"653a","49"
42446,"ct_9","tr_3",17266,"FZ","CDI","C","O",1577,"632c","44"
42453,"ct_8","tr_1",4231,"NZ","CDI","C","O",444,"543f","49"
42455,"ct_8","tr_4",2276,"QB","AUT","C","O",676,"541c","49"
42464,"ct_8","tr_3",31506,"QB","CDI","C","O",1820,"434d","72"
42477,"ct_8","tr_0",3927,"RZ","CDD","P","O",413,"561c","49"
42487,"ct_9","tr_6",10035,"CA","CDI","C","O",531,"641a","53"
42491,"ct_9","tr_1",16265,"GZ","CDI","C","O",1697,"544a","49"
42496,"ct_8","tr_3",39079,"PZ","CDI","C","O",2112,"342b","53"
42497,"ct_8","tr_3",15627,"QB","CDI","P","O",1071,"526d","49"
42507,"ct_9","tr_1",22533,"CK","CDI","C","O",1969,"628b","44"
42510,"ct_9","tr_2",7055,"CA","APP","C","A",1589,"683a","49"
42513,"ct_9","tr_1",50318,"CF","CDI","C","O",1829,"475b","49"
42514,"ct_9","tr_0",27916,"GZ","CDI","C","O",1672,"463b","49"
42516,"ct_8","tr_1",27916,"PZ","CDI","C","O",1820,"421b","49"
42522,"ct_8","tr_2",20832,"PZ","CDI","P","O",1365,"421b","49"
42541,"ct_9","tr_5",8198,"GZ","APP","C","A",1108,"543h","44"
42547,"ct_8","tr_4",32866,"PZ","CDI","C","O",1820,"341a","49"
42550,"ct_8","tr_3",30549,"PZ","CDI","C","O",1820,"341a","49"
42555,"ct_9","tr_1",9763,"NZ","TTP","C","O",838,"477a","49"
42557,"ct_9","tr_1",15299,"GZ","CDI","C","O",1013,"554b","49"
42560,"ct_9","tr_4",32621,"CJ","CDI","C","O",1814,"473c","49"
42561,"ct_9","tr_5",22655,"FZ","CDI","C","O",1820,"641a","44"
42575,"ct_7","tr_1",7645,"TZ","CDI","N","O",803,"563a","49"
42584,"ct_9","tr_5",21390,"CA","CDI","C","O",1845,"625f","49"
42588,"ct_8","tr_1",32299,"QB","CDI","C","O",1761,"434b","49"
42589,"ct_9","tr_4",15163,"GZ","CDI","C","O",1518,"553b","49"
42591,"ct_9","tr_1",7004,"FZ","CDD","C","O",626,"681b","85"
42593,"ct_9","tr_1",16248,"MA","CDI","C","O",1457,"472a","44"
42603,"ct_8","tr_3",7921,"QB","AUT","P","X",1346,"676e","49"
42610,NA,"tr_6",1601,"NZ","CDI","P","O",170,"628g","49"
42612,"ct_9","tr_5",28490,"HZ","CDI","C","O",2200,"641a","49"
42615,"ct_9","tr_2",62378,"MA","CDI","C","O",1924,"373c","49"
42620,"ct_9","tr_3",15457,"CG","CDI","C","O",1557,"674a","49"
42621,"ct_9","tr_2",16391,"QA","CDI","C","O",1902,"526e","49"
42630,"ct_9","tr_6",34264,"CA","CDI","C","O",1673,"484a","79"
42635,"ct_7","tr_1",18920,"QB","CDI","N","O",3000,"563a","49"
42639,"ct_2","tr_6",22994,"OZ","AUT","C","O",1820,"525b","44"
42641,"ct_9","tr_1",14673,"HZ","CDI","C","O",1771,"641a","49"
42667,"ct_9","tr_5",20721,"CA","CDI","C","O",1845,"625f","49"
42671,"ct_9","tr_1",3333,"GZ","CDD","P","O",337,"552a","49"
42672,"ct_5","tr_5",22692,"LZ","CDI","C","O",1820,"461e","49"
42674,"ct_8","tr_6",30515,"KZ","CDI","C","O",1802,"376e","49"
42678,"ct_9","tr_3",2049,"QA","CDD","P","O",208,"543g","53"
42687,"ct_9","tr_6",27744,"GZ","CDI","N","O",1820,"461f","44"
42689,"ct_9","tr_1",8431,"FZ","CDI","C","O",1017,"632j","44"
42695,"ct_9","tr_6",2317,"GZ","AUT","C","X",237,"462b","49"
42702,"ct_9","tr_1",7507,"HZ","CDI","C","O",462,"643a","44"
42708,"ct_3","tr_6",33896,"QA","AUT","C","O",1825,"431f","49"
42710,"ct_9","tr_3",20765,"FZ","CDI","C","O",1744,"632j","49"
42712,"ct_2","tr_5",15008,"OZ","AUT","C","O",1820,"524c","49"
42728,"ct_8","tr_3",16722,"IZ","CDI","C","O",1739,"543c","53"
42732,"ct_9","tr_4",23519,"KZ","CDI","C","O",1549,"545c","49"
42755,"ct_9","tr_2",10909,"FZ","APP","C","A",1331,"681b","49"
42763,"ct_9","tr_2",20505,"HZ","CDI","C","O",1734,"451a","49"
42770,"ct_9","tr_6",2634,"NZ","CDI","P","O",216,"684a","85"
42771,"ct_9","tr_1",21791,"NZ","CDI","C","O",1613,"691a","49"
42774,"ct_9","tr_5",24897,"GZ","CDI","C","O",2018,"676c","49"
42783,"ct_9","tr_1",4146,"IZ","CDI","C","O",465,"636d","49"
42794,"ct_9","tr_3",2122,"FZ","APP","C","A",404,"681b","49"
42803,"ct_9","tr_4",27505,"NZ","CDI","C","O",1820,"461d","49"
42811,"ct_9","tr_3",19240,"CI","CDI","C","O",1809,"462c","49"
42813,"ct_8","tr_3",13569,"SZ","TOA","C","O",1237,"691c","49"
42814,"ct_9","tr_1",6324,"GZ","CDI","C","O",626,"634c","49"
42821,"ct_9","tr_6",36683,"HZ","CDI","C","O",1820,"333c","44"
42823,"ct_9","tr_5",12805,"MA","CDI","C","O",1302,"543f","49"
42831,"ct_9","tr_1",29913,"GZ","CDI","N","O",1785,"543f","49"
42832,"ct_9","tr_1",35961,"EZ","CDI","C","O",1820,"477d","49"
42842,"ct_8","tr_1",32595,"QA","CDI","C","O",2349,"526b","49"
42845,"ct_9","tr_5",10852,"CI","APP","C","A",1554,"676c","49"
42852,"ct_9","tr_3",18579,"GZ","CDI","C","O",1660,"554b","49"
42870,"ct_9","tr_6",24826,"NZ","CDI","C","O",1820,"461d","49"
42871,"ct_9","tr_5",31899,"HZ","CDI","C","O",1820,"389a","44"
42872,"ct_9","tr_5",23218,"GZ","CDI","C","O",1456,"652a","49"
42878,"ct_9","tr_1",21689,"CA","CDI","C","O",1757,"676c","49"
42894,"ct_8","tr_2",25339,"PZ","CDI","C","O",1820,"421b","49"
42902,"ct_8","tr_4",34152,"PZ","CDI","C","O",1820,"341a","49"
42904,"ct_8","tr_3",19632,"SZ","CDD","P","O",1287,"434c","49"
42905,"ct_9","tr_1",12937,"SZ","CDI","C","O",1466,"562b","49"
42906,"ct_9","tr_2",17915,"GZ","CDI","C","O",1821,"463c","49"
42912,"ct_9","tr_4",18519,"QA","CDI","C","O",1966,"526e","49"
42913,"ct_8","tr_5",37469,"QB","CDI","C","O",1820,"461b","49"
42915,"ct_9","tr_6",31918,"CL","CDI","C","O",1676,"477a","49"
42916,"ct_9","tr_2",18460,"GZ","CDI","C","O",1666,"676c","49"
42931,"ct_8","tr_6",13657,"QA","CDI","C","O",1260,"525d","49"
42932,"ct_9","tr_5",21507,"MA","CDI","C","O",1820,"484a","49"
42936,"ct_8","tr_2",23498,"MA","CDI","C","O",1764,"543b","49"
42937,"ct_9","tr_1",14739,"CA","CDI","C","O",1475,"554a","49"
42945,"ct_8","tr_5",17514,"QB","CDI","C","O",1820,"434f","49"
42947,"ct_8","tr_4",17888,"QB","CDI","P","O",1618,"526a","49"
42948,"ct_9","tr_2",22295,"GZ","CDI","P","O",1768,"433d","49"
42951,"ct_1","tr_6",13642,"OZ","CDI","P","O",1329,"422e","49"
42956,"ct_9","tr_1",18776,"JC","CDI","C","O",1806,"478a","94"
42964,"ct_9","tr_1",26854,"MA","CDI","C","O",1669,"373d","49"
42965,"ct_9","tr_3",19659,"NZ","CDI","C","O",1928,"534a","44"
42976,"ct_9","tr_6",48278,"KZ","CDI","C","O",1754,"376e","49"
42984,"ct_9","tr_0",11543,"NZ","TTP","C","O",1315,"684a","49"
43000,"ct_9","tr_2",16760,"CH","CDI","C","O",1836,"624f","49"
43001,"ct_8","tr_4",26750,"QB","CDI","C","O",1740,"526a","49"
43003,"ct_9","tr_5",28978,"HZ","CDI","C","O",2200,"641a","49"
43014,"ct_8","tr_3",17644,"PZ","CDI","C","O",1536,"525b","49"
43016,"ct_9","tr_3",3121,"FZ","CDI","C","O",304,"621b","49"
43017,"ct_9","tr_3",24663,"MC","CDI","C","O",1687,"372a","49"
43022,"ct_9","tr_3",24406,"MA","CDI","C","O",1468,"373c","49"
43028,"ct_9","tr_4",8771,"CB","CDI","C","O",1096,"627b","49"
43045,"ct_9","tr_3",22736,"LZ","CDD","C","O",1724,"543h","92"
43047,"ct_9","tr_3",15670,"GZ","CDI","C","O",1820,"543h","49"
43057,"ct_9","tr_2",6577,"GZ","TOA","C","O",789,"551a","50"
43064,"ct_9","tr_6",39167,"CG","CDI","P","O",1203,"625c","50"
43067,"ct_1","tr_3",21569,"OZ","AUT","C","O",1820,"451e","50"
43070,"ct_9","tr_5",19993,"CG","CDI","C","O",1890,"626b","50"
43075,"ct_9","tr_1",18713,"HZ","CDI","C","O",1973,"641a","50"
43077,"ct_9","tr_2",25662,"RZ","CDI","C","O",1547,"543h","14"
43078,NA,NA,1885,"RZ","AUT","C","O",164,"561b","50"
43081,"ct_9","tr_3",18038,"FZ","CDI","C","O",1582,"628b","50"
43082,"ct_9","tr_1",10213,"IZ","TOA","C","O",1050,"561c","50"
43089,"ct_9","tr_5",25578,"QA","CDI","P","O",1745,"526a","50"
43090,"ct_9","tr_3",24725,"FZ","CDI","C","O",1820,"472c","14"
43092,"ct_9","tr_6",44853,"CL","CDI","C","O",1605,"482a","50"
43093,"ct_8","tr_4",16847,"QB","CDI","C","O",1845,"434d","50"
43100,"ct_9","tr_5",16149,"NZ","CDI","C","O",1677,"534a","35"
43107,"ct_9","tr_4",61829,"QB","CDI","C","O",1820,"434a","50"
43109,"ct_9","tr_5",40516,"CM","CDI","C","O",1862,"374d","50"
43115,"ct_3","tr_6",38043,"QA","CDI","C","O",1824,"431a","50"
43126,"ct_9","tr_4",27093,"CM","CDI","C","O",1887,"623b","76"
43127,"ct_8","tr_6",20079,"QA","CDI","C","O",1820,"451h","50"
43131,"ct_9","tr_3",21933,"QA","CDI","C","O",1980,"526e","50"
43132,"ct_8","tr_5",15088,"QB","CDI","C","O",1582,"631a","50"
43143,"ct_9","tr_3",21974,"CK","CDI","C","O",1596,"673c","50"
43148,"ct_2","tr_4",19157,"OZ","AUT","C","O",1820,"523c","50"
43149,"ct_2","tr_6",27567,"OZ","CDI","C","O",1820,"333f","50"
43150,"ct_9","tr_3",13463,"QB","CDI","P","O",1700,"563b","50"
43152,"ct_3","tr_6",27181,"QA","AUT","C","O",1820,"431f","50"
43153,"ct_9","tr_3",20695,"CA","CDI","C","O",1796,"674c","50"
43156,"ct_9","tr_6",29445,"CG","CDI","P","O",1188,"625c","50"
43160,"ct_8","tr_2",17434,"QB","CDI","P","O",1548,"526a","50"
43162,"ct_9","tr_5",34657,"CH","CDI","C","O",1913,"462a","50"
43164,"ct_9","tr_4",41171,"FZ","CDI","C","O",1680,"382c","50"
43203,"ct_9","tr_6",35417,"CB","CDI","C","O",1952,"627c","50"
43204,"ct_9","tr_2",34325,"GZ","CDI","C","O",1491,"463e","35"
43215,"ct_8","tr_5",16484,"QB","CDI","C","O",1820,"434f","50"
43217,"ct_8","tr_4",34218,"OZ","CDI","C","O",2044,"467d","50"
43221,"ct_9","tr_5",24758,"HZ","CDI","C","O",1572,"641b","50"
43229,"ct_8","tr_3",14996,"QB","CDI","P","O",1539,"526c","50"
43235,"ct_8","tr_2",48710,"IZ","CDI","C","O",1477,"636d","50"
43237,"ct_9","tr_5",10577,"CL","CDI","P","O",945,"622c","50"
43249,"ct_9","tr_3",22365,"QB","CDI","C","O",1770,"526a","14"
43253,"ct_2","tr_6",21204,"OZ","AUT","C","O",1820,"621f","14"
43258,"ct_9","tr_2",20951,"GZ","CDI","C","O",1957,"634c","50"
43260,"ct_6","tr_1",16739,"QA","CDI","C","O",1561,"526b","50"
43266,"ct_9","tr_2",53745,"FZ","CDI","C","O",1610,"463b","50"
43268,"ct_8","tr_5",5118,"QB","AUT","P","X",1189,"675c","50"
43271,"ct_9","tr_2",24939,"RZ","CDI","C","O",1547,"543h","14"
43272,"ct_3","tr_6",39202,"QA","CDD","C","O",1819,"344a","14"
43279,"ct_9","tr_6",43175,"KZ","CDI","C","O",1820,"376d","50"
43280,"ct_9","tr_5",44891,"EZ","CDI","C","O",1820,"485a","77"
43286,"ct_9","tr_3",20795,"HZ","CDI","C","O",2024,"641a","44"
43288,"ct_9","tr_6",39322,"CE","CDI","C","O",1806,"385a","50"
43296,"ct_9","tr_2",29920,"GZ","CDI","C","O",1778,"463b","50"
43297,"ct_9","tr_5",20729,"CH","CDI","C","O",1820,"628f","50"
43299,"ct_9","tr_3",56325,"FZ","CDI","C","O",1820,"373c","50"
43305,"ct_9","tr_1",25737,"GZ","CDI","C","O",1887,"554f","50"
43308,"ct_9","tr_2",9720,"FZ","CDI","P","O",832,"542a","50"
43309,"ct_9","tr_3",27062,"QA","CDI","C","O",2173,"526e","50"
43314,"ct_9","tr_2",43251,"KZ","CDI","C","O",1593,"376d","50"
43318,"ct_9","tr_3",2227,"CH","APP","C","A",374,"474b","14"
43320,"ct_9","tr_3",43311,"GZ","CDI","C","O",1778,"374d","50"
43321,"ct_9","tr_4",10670,"CK","CDI","C","O",1710,"673c","50"
43323,"ct_8","tr_6",16792,"QA","CDI","C","O",1844,"525d","50"
43324,NA,NA,3228,"QB","CDD","C","O",416,"526a","50"
43357,"ct_9","tr_2",6191,"GZ","TOA","C","O",789,"551a","50"
43364,"ct_9","tr_1",7624,"GZ","CDI","P","O",721,"554e","50"
43374,"ct_6","tr_0",7386,"IZ","TOA","C","O",718,"561c","50"
43380,"ct_3","tr_6",21991,"QA","CDI","C","O",1819,"526a","50"
43381,"ct_9","tr_2",15686,"PZ","CDI","C","O",1505,"423a","50"
43382,NA,NA,4400,"TZ","AUT","C","O",452,"563c","50"
43384,"ct_9","tr_6",40817,"CE","CDI","C","O",1845,"534a","50"
43387,"ct_9","tr_5",22265,"CA","CDI","C","O",1728,"676c","50"
43389,"ct_9","tr_5",11466,"CC","CDI","C","O",1751,"543h","50"
43390,"ct_8","tr_4",17254,"QB","CDI","C","O",1814,"525d","50"
43393,"ct_8","tr_6",2780,"QB","CDD","P","O",228,"563b","50"
43406,NA,NA,1550,"TZ","CDI","P","O",172,"563c","50"
43408,NA,NA,12469,"QB","TOA","N","O",1268,"563a","50"
43415,"ct_9","tr_1",12544,"IZ","CDI","C","O",1299,"561b","50"
43428,"ct_9","tr_5",20514,"CM","CDI","C","O",929,"623e","50"
43429,"ct_9","tr_3",14016,"CA","CDI","C","O",1311,"674b","50"
43435,"ct_7","tr_0",2840,"QB","CDI","N","O",692,"563a","50"
43439,"ct_9","tr_1",18746,"FZ","CDI","C","O",1563,"633a","50"
43441,"ct_9","tr_5",13219,"NZ","CDI","C","O",1329,"534a","35"
43449,"ct_8","tr_4",27097,"PZ","CDI","C","O",1820,"422c","35"
43455,"ct_9","tr_5",26107,"FZ","CDI","C","O",1820,"461e","50"
43476,"ct_9","tr_4",16521,"GZ","CDI","C","O",1812,"551a","50"
43480,"ct_9","tr_4",25101,"CE","CDI","C","O",1766,"674a","50"
43481,"ct_6","tr_1",34664,"AZ","CDI","P","O",1800,"692a","50"
43485,"ct_9","tr_1",20435,"NZ","TTP","C","O",1697,"626a","50"
43487,"ct_9","tr_3",19760,"GZ","CDI","C","O",2004,"653a","50"
43488,NA,NA,1680,"PZ","CDI","C","O",129,"524b","50"
43489,"ct_9","tr_6",21051,"CL","CDI","P","O",1444,"623e","50"
43493,"ct_9","tr_1",23432,"IZ","CDI","C","O",1820,"372c","50"
43500,"ct_9","tr_6",39722,"DZ","CDI","C","O",1757,"479b","50"
43503,"ct_9","tr_6",21007,"CJ","CDI","C","O",1626,"652a","50"
43509,"ct_8","tr_3",24594,"PZ","CDI","P","O",1546,"341a","50"
43511,"ct_9","tr_1",15702,"MA","CDI","C","O",1680,"542a","50"
43517,"ct_8","tr_5",16353,"SZ","CDI","P","O",1660,"542a","50"
43523,"ct_9","tr_6",39425,"DZ","CDI","P","O",1779,"386b","50"
43533,"ct_9","tr_4",33005,"MA","CDI","C","O",1820,"461d","50"
43540,"ct_9","tr_3",24650,"CC","CDI","C","O",1844,"674e","50"
43542,"ct_9","tr_4",18188,"GZ","CDI","C","O",2028,"676a","14"
43552,"ct_9","tr_6",43568,"CE","CDI","C","O",1845,"534a","50"
43559,"ct_9","tr_3",18643,"FZ","CDI","C","O",1377,"632f","50"
43567,"ct_8","tr_4",48091,"PZ","CDI","C","O",1820,"341a","50"
43574,"ct_8","tr_6",18237,"QB","CDI","C","O",1820,"526a","50"
43577,"ct_9","tr_2",3723,"IZ","CDI","C","O",488,"561d","50"
43585,"ct_8","tr_1",20812,"QB","CDI","C","O",1820,"461b","50"
43596,NA,NA,1340,"GZ","CDI","C","O",132,"554c","50"
43600,"ct_9","tr_1",5224,"NZ","TTP","C","O",453,"674c","50"
43603,"ct_9","tr_6",22394,"JA","CDI","C","O",1914,"478c","60"
43604,"ct_9","tr_6",22764,"CF","CDD","C","O",1797,"628d","50"
43605,"ct_3","tr_6",22358,"QA","AUT","C","O",1817,"431f","50"
43621,"ct_9","tr_2",19820,"GZ","CDI","C","O",1688,"487a","50"
43623,"ct_9","tr_5",7734,"MA","CDI","C","O",374,"475a","50"
43625,"ct_9","tr_1",14497,"CA","CDI","C","O",1708,"554a","50"
43631,"ct_9","tr_5",47961,"QA","CDI","C","O",1771,"373d","50"
43634,"ct_9","tr_1",2398,"NZ","TTP","C","O",269,"676e","50"
43636,"ct_9","tr_2",17465,"GZ","CDI","C","O",1714,"653a","50"
43641,"ct_9","tr_6",48440,"CL","CDI","C","O",1906,"384a","50"
43648,"ct_9","tr_6",35343,"KZ","CDI","C","O",1517,"467a","50"
43650,"ct_7","tr_1",16715,"QB","CDI","N","O",3000,"563a","50"
43651,"ct_9","tr_3",5304,"CA","CDD","C","O",695,"674b","50"
43652,"ct_9","tr_3",22877,"CM","CDI","C","O",1645,"684a","50"
43657,"ct_9","tr_1",11555,"IZ","CDI","P","O",1118,"561d","50"
43668,"ct_9","tr_6",63614,"DZ","CDI","C","O",1764,"386d","50"
43671,"ct_9","tr_5",20926,"GZ","CDI","C","O",1954,"462b","50"
43695,"ct_5","tr_2",53797,"MB","CDI","C","O",2091,"342g","50"
43696,"ct_9","tr_1",33544,"KZ","CDI","C","O",1820,"467a","50"
43701,"ct_9","tr_1",30703,"IZ","CDI","C","O",2028,"371a","50"
43705,"ct_9","tr_2",20220,"FZ","CDI","P","O",1464,"461c","50"
43707,"ct_9","tr_5",23451,"HZ","CDI","C","O",2200,"641a","14"
43711,"ct_3","tr_6",23166,"QA","CDI","C","O",1819,"431f","35"
43729,"ct_9","tr_3",26326,"MA","CDI","C","O",1820,"477a","50"
43733,"ct_8","tr_3",15863,"QB","CDI","C","O",910,"431b","50"
43735,"ct_9","tr_6",47627,"CL","CDI","C","O",1906,"374c","92"
43743,"ct_9","tr_6",26757,"CL","CDI","C","O",1723,"623b","50"
43746,"ct_9","tr_5",6231,"MA","CDI","C","O",374,"475a","50"
43754,"ct_6","tr_1",16923,"FZ","CDI","C","O",1820,"632f","50"
43755,"ct_8","tr_3",25996,"QB","CDI","P","O",1642,"526a","50"
43758,"ct_9","tr_1",12224,"IZ","CDI","P","O",1523,"561e","50"
43761,"ct_9","tr_1",12879,"FZ","CDI","C","O",1004,"632f","50"
43762,"ct_9","tr_3",20274,"NZ","CDI","C","O",1792,"542a","85"
43764,"ct_9","tr_2",8136,"CC","CDI","C","O",845,"675b","35"
43766,"ct_9","tr_6",40010,"CE","CDI","C","O",1852,"534a","50"
43775,NA,"tr_1",1300,"NZ","CDI","C","O",129,"684a","50"
43782,"ct_9","tr_1",8340,"GZ","APP","C","A",1494,"554f","50"
43787,"ct_9","tr_6",37324,"CE","CDI","C","O",1837,"534a","50"
43788,"ct_9","tr_0",13051,"IZ","CDI","C","O",728,"561b","50"
43794,"ct_9","tr_1",18829,"CM","CDI","C","O",1948,"543b","50"
43803,"ct_6","tr_0",3584,"IZ","TOA","C","O",346,"561c","50"
43806,"ct_9","tr_3",12585,"MA","CDI","P","O",955,"461c","50"
43811,"ct_9","tr_6",29812,"CL","CDI","C","O",1820,"474c","50"
43820,"ct_8","tr_3",32337,"IZ","CDI","C","O",1820,"422b","14"
43821,"ct_9","tr_6",28315,"CA","CDI","C","O",1828,"431f","50"
43823,"ct_7","tr_1",32323,"QB","CDI","N","O",3000,"563a","50"
43827,"ct_9","tr_5",30638,"CA","CDI","C","O",1700,"632k","51"
43835,"ct_6","tr_1",15684,"GZ","CDI","P","O",1435,"554h","51"
43837,"ct_9","tr_2",9897,"GZ","CDI","C","O",629,"462e","54"
43839,"ct_9","tr_5",33747,"CG","CDI","C","O",1739,"626b","51"
43842,"ct_9","tr_1",16908,"RZ","CDI","C","O",1410,"564b","51"
43854,"ct_9","tr_6",51497,"CA","CDI","C","O",2095,"625f","51"
43856,"ct_8","tr_3",3906,"QB","AUT","C","X",938,"564b","51"
43875,"ct_2","tr_6",54465,"OZ","CDI","C","O",1820,"333f","51"
43884,"ct_8","tr_4",7747,"QB","CDD","P","O",754,"563b","51"
43888,"ct_9","tr_4",11490,"QB","CDI","C","O",752,"525d","51"
43911,"ct_6","tr_1",16207,"QA","CDI","C","O",1562,"526b","51"
43916,"ct_9","tr_6",11038,"GZ","CDI","P","O",1297,"552a","51"
43922,"ct_9","tr_5",27591,"CF","CDI","C","O",1842,"652a","51"
43927,"ct_9","tr_4",20095,"FZ","CDI","C","O",1536,"681a","51"
43938,"ct_9","tr_2",19050,"CI","CDI","C","O",1841,"674d","51"
43942,"ct_8","tr_5",9190,"QB","CDI","P","O",1091,"563b","51"
43947,"ct_9","tr_6",24913,"GZ","CDI","C","O",1814,"552a","51"
43952,"ct_9","tr_1",12760,"NZ","TTP","N","O",975,"676a","52"
43967,"ct_8","tr_4",21975,"QA","CDI","C","O",1839,"526a","51"
43974,"ct_8","tr_4",7482,"QB","AUT","P","O",1430,"676e","51"
43978,"ct_8","tr_4",32974,"QA","CDI","P","O",932,"344b","51"
43986,"ct_9","tr_4",17511,"EZ","CDI","C","O",1820,"641a","51"
43987,"ct_9","tr_4",23558,"GZ","CDI","C","O",1686,"462b","51"
