PRIMARY_KEY,Economic_sector,FORMER_DEP,JOB_DEP,work_description,TYPE_OF_CONTRACT,labor_force_status,WORK_CONDITION,Employer_category,WORKING_HOURS,employee_count
54459,"GZ","73","91","383c","CDI","O","C","ct_9",1563,"tr_3"
54469,"QB","18","41","431a","CDI","O","C",NA,168,NA
54492,"GZ","37","37","554d","CDI","O","P","ct_6",901,"tr_1"
54499,"CA","93","93","674b","CDI","O","C","ct_9",1004,"tr_3"
54508,"QA","87","87","526a","CDI","O","P","ct_9",144,"tr_3"
54520,"JA",NA,NA,"465b","CDI","O","C","ct_9",1877,"tr_5"
54540,"HZ","68","68","451a","CDI","O","C","ct_9",607,"tr_2"
54546,"CI","78","78","485a","CDI","O","C","ct_9",1888,"tr_4"
54547,"CM","67","67","485b","CDI","O","C","ct_9",1780,"tr_6"
54578,"OZ","57","57","621f","CDI","O","C",NA,142,NA
54583,"TZ","33","33","563c","CDI","O","N","ct_7",2066,"tr_1"
54586,"CB","86","86","676c","CDI","O","C","ct_9",1165,"tr_5"
54591,"HZ","49","49","451a","CDI","O","C","ct_9",1734,"tr_2"
54592,"TZ","45","45","563c","CDD","O","C",NA,187,NA
54594,"HZ","85","85","641b","CDI","O","P","ct_9",1241,"tr_4"
54603,"IZ","35","35","534a","CDI","O","P","ct_8",1513,"tr_2"
54627,"QB","47","47","525d","CDI","O","C","ct_9",1820,"tr_3"
54635,"NZ","13","13","681b","CDI","O","C","ct_8",1518,"tr_3"
54645,"HZ","95","78","641a","CDI","O","C","ct_9",1523,"tr_3"
54653,"IZ","01","73","636d","CDI","O","C","ct_9",1437,"tr_1"
54661,"GZ","38","38","676c","CDI","O","P","ct_9",1230,"tr_2"
54663,"PZ","68","25","372d","CDI","O","C","ct_8",1432,"tr_3"
54664,"GZ","76","76","552a","CDI","O","P","ct_9",1502,"tr_3"
54666,"OZ","91","75","543g","CDI","O","C","ct_8",1014,"tr_6"
54667,"QB","26","26","525d","CDI","X","P","ct_8",270,"tr_3"
54689,"QA","67","67","684a","CDI","O","C",NA,190,NA
54699,"TZ","93","75","563c","CDI","O","N","ct_7",1059,"tr_0"
54702,"PZ","22","22","525a","CDI","O","P","ct_8",1509,"tr_2"
54720,"QB","65","65","424a","CDI","O","C","ct_8",1808,"tr_4"
54722,"QA","69","69","542a","CDI","O","P","ct_9",419,"tr_5"
54729,"FZ","90","90","632a","CDI","O","C","ct_9",917,"tr_0"
54733,"KZ","92","91","383a","CDI","O","C","ct_9",1820,"tr_6"
54734,"OZ","74","74","524c","CDD","O","P","ct_2",588,"tr_6"
54775,"CK","59","59","628g","CDI","O","C","ct_9",1039,"tr_4"
54776,"RZ","94","75","388a","CDI","O","C","ct_9",1820,"tr_6"
54782,"HZ","38","38","653a","CDI","O","C","ct_9",1548,"tr_5"
54786,"GZ","13","83","554e","TOA","O","C","ct_9",702,"tr_0"
54802,"IZ","53","85","561e","TOA","O","C","ct_9",520,"tr_0"
54812,"NZ","29","29","691c","CDI","O","P","ct_8",1096,"tr_2"
54817,"QB","59","59","526d","CDI","O","P","ct_8",910,"tr_4"
54825,"QB","83","83","525a","CDI","O","C","ct_8",357,"tr_3"
54839,"GZ","84","84","674a","CDI","O","C","ct_9",1820,"tr_2"
54845,"QB","60","60","525d","CDI","O","C","ct_8",1820,"tr_3"
54875,"QB","88","54","526a","CDI","O","C","ct_8",414,"tr_4"
54881,"HZ","10","10","643a","CDI","O","C","ct_9",1593,"tr_3"
54887,"OZ","37","37","462e","CDI","O","C","ct_8",2044,"tr_6"
54894,"GZ","19","24","463b","CDI","O","C","ct_9",1368,"tr_1"
54919,"QA","75","75","451h","CDI","O","P","ct_8",764,"tr_6"
54933,"HZ","67","67","451a","CDI","O","C","ct_9",1823,"tr_4"
54936,"GZ","51","51","653a","CDI","O","C","ct_9",1750,"tr_5"
54958,"EZ","67","67","676c","CDI","O","P","ct_9",580,"tr_5"
55000,"QA","34","34","526a","CDI","O","C","ct_3",1819,"tr_6"
55012,"PZ","47","33","422b","CDI","O","C","ct_8",1797,"tr_3"
55014,"CL","76","76","474b","CDI","O","P","ct_9",1248,"tr_6"
55025,"GZ",NA,NA,"691b","CDI","O","P","ct_9",884,"tr_1"
55051,"CJ","62","62","482a","CDI","O","C","ct_9",2200,"tr_6"
55056,"MA","77","75","479b","CDI","O","P","ct_9",351,"tr_3"
55081,"CA","56","56","625d","CDI","O","C","ct_9",1275,"tr_6"
55084,"OZ","2A","2A","621f","CDI","O","P","ct_2",881,"tr_1"
55103,"CJ","27","27","387e","CDI","O","C","ct_9",1517,"tr_4"
55106,"JC","31","31","388a","CDI","O","C","ct_9",1820,"tr_6"
55107,"NZ","21","39","632f","TTP","O","N","ct_9",1464,"tr_1"
55108,"HZ","92","91","451a","CDI","O","C","ct_9",1789,"tr_6"
55113,"LZ","06","06","542a","CDI","O","C","ct_9",1601,"tr_1"
55116,"QB","14","14","525d","CDI","O","P","ct_9",770,"tr_4"
55121,"HZ","32","31","641b","CDI","O","P","ct_9",688,"tr_6"
55127,"LZ","59","59","463e","CDI","O","C","ct_9",1424,"tr_1"
55131,"QB","75","75","525a","CDI","O","P","ct_8",871,"tr_2"
55136,"HZ","68","68","641b","CDI","O","C","ct_9",1555,"tr_6"
55138,"CF","93","94","674a","CDI","O","C","ct_9",745,"tr_6"
55149,"HZ","59","59","543b","CDI","O","P","ct_9",1680,"tr_2"
55151,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
55168,"HZ","62","62","676a","CDI","O","C","ct_9",712,"tr_5"
55192,"HZ","75","91","521a","CDI","O","C","ct_9",1679,"tr_6"
55196,"TZ","66","66","563c","CDI","O","C",NA,320,NA
55201,"LZ","06","06","542a","CDI","O","C","ct_9",1365,"tr_3"
55212,"CH","18","18","673c","CDI","O","P","ct_9",863,"tr_5"
55216,"CK","93","77","672a","CDI","O","C","ct_9",1586,"tr_4"
55224,"QB","34","34","525d","CDI","O","P","ct_9",609,"tr_3"
55231,"OZ",NA,NA,"525b","AUT","O","C","ct_2",1820,"tr_6"
55245,"NZ",NA,NA,"632k","CDI","O","P","ct_9",1603,"tr_4"
55258,"QB","01","01","525d","CDI","O","C","ct_9",1826,"tr_4"
55262,"LZ","31","31","543b","CDI","O","P","ct_9",860,"tr_1"
55268,"PZ","86","86","422c","CDI","O","C","ct_8",449,"tr_6"
55275,"CE","79","79","653a","CDI","O","C","ct_9",1820,"tr_6"
55279,"NZ","92","93","541b","CDD","O","P","ct_9",430,"tr_3"
55281,"NZ","83","83","534a","CDI","O","C","ct_9",2006,"tr_5"
55282,"HZ","55","54","641a","CDI","O","C","ct_9",1596,"tr_3"
55292,"GZ","13","13","676a","CDI","O","C","ct_9",304,"tr_3"
55304,"MC","75","75","372a","CDI","O","N","ct_9",1820,"tr_1"
55323,"HZ","91","91","461b","CDI","O","C","ct_9",1992,"tr_5"
55337,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
55341,"HZ","39","71","642a","CDI","O","P","ct_9",1742,"tr_1"
55348,"CH","59","59","623g","CDI","O","C","ct_9",1260,"tr_1"
55354,"QB","22","22","526a","CDI","O","P","ct_8",1632,"tr_5"
55358,"QA","91","92","526b","CDI","O","C","ct_8",1820,"tr_6"
55359,"NZ","42","42","555a","CDI","O","C","ct_9",1483,"tr_3"
55364,"NZ","63","63","684a","CDI","O","C","ct_9",1846,"tr_6"
55374,"CB","03","03","675a","CDI","O","P","ct_9",608,"tr_6"
55379,"MA","93","78","388a","CDI","O","C","ct_9",759,"tr_3"
55394,"QB","17","17","525d","CDI","O","C","ct_9",845,"tr_1"
55395,"NZ","13","13","684a","CDI","O","P","ct_9",1732,"tr_5"
55411,"QB","78","94","525d","CDI","O","P","ct_9",1680,"tr_4"
55414,"CA","80","80","625b","CDI","O","C","ct_9",1879,"tr_6"
55423,"KZ","14","92","386e","CDI","O","C","ct_9",1771,"tr_1"
55426,"QB","94","94","525d","CDI","O","C","ct_9",1091,"tr_4"
55433,"GZ","13","13","552a","CDI","O","P","ct_9",1456,"tr_5"
55439,"QA","80","80","526e","CDI","O","C","ct_9",1013,"tr_2"
55449,"GZ","06","06","554b","CDI","O","C","ct_9",1652,"tr_2"
55453,"CA","12","12","691c","CDD","O","C","ct_9",1905,"tr_5"
55454,"JC","93","95","478c","CDI","O","C","ct_9",265,"tr_6"
55455,"CF","60","60","652a","AUT","O","C",NA,152,NA
55457,"IZ","89","89","561d","CDD","O","P","ct_9",407,"tr_1"
55460,"PZ","12","12","422b","CDI","O","C","ct_8",1826,"tr_3"
55469,"PZ","33","33","422c","CDI","O","C","ct_8",1820,"tr_3"
55482,"PZ","06","06","525b","CDI","O","C","ct_8",1392,"tr_5"
55490,"QB","81","81","563b","CDI","O","N","ct_7",1204,"tr_1"
55495,"QA","85","85","525d","CDI","O","C","ct_8",1820,"tr_5"
55498,"FZ","78","78","481a","CDI","O","C","ct_9",1369,"tr_3"
55516,"CK","74","74","673c","CDI","O","P","ct_9",593,"tr_6"
55539,"GZ","44","44","653a","CDI","O","C","ct_9",1846,"tr_6"
55547,"IZ","92","74","424a","CDD","O","C","ct_2",1339,"tr_3"
55548,"PZ","66","66","421b","CDI","O","C","ct_8",1820,"tr_2"
55563,"IZ","59","59","561d","CDD","O","P","ct_9",401,"tr_1"
55567,"GZ","01","71","543f","CDD","O","C","ct_9",991,"tr_3"
55589,"NZ","74","74","676a","CDI","O","C","ct_8",685,"tr_3"
55614,"NZ","13","13","684a","CDI","O","C","ct_9",1651,"tr_6"
55620,"CG","66","66","674a","CDI","O","C","ct_9",1613,"tr_3"
55627,"CL","78","78","623f","CDI","O","P","ct_9",1231,"tr_6"
55633,"QA","62","62","526a","CDI","O","P","ct_8",1452,"tr_6"
55642,"CA","67","67","628a","CDI","O","C","ct_9",829,"tr_3"
55650,"CI","95","78","374d","CDI","O","C","ct_9",1743,"tr_3"
55654,"QB","81","31","526a","CDI","O","C","ct_8",772,"tr_3"
55659,"GZ","62","59","554j","CDI","O","C","ct_9",1989,"tr_1"
55663,"GZ","69","69","486d","CDI","O","C","ct_9",1907,"tr_1"
55667,"CE",NA,NA,"674a","CDI","O","C","ct_9",1568,"tr_5"
55670,"GZ","91","91","554b","CDI","O","C","ct_9",1708,"tr_6"
55676,"HZ","62","62","641b","CDI","O","C","ct_9",915,"tr_3"
55687,"GZ","23","23","543b","CDI","O","C","ct_9",1911,"tr_5"
55688,"HZ","93","93","546b","CDI","O","C","ct_9",743,"tr_3"
55698,"SZ","30","30","564b","CDI","O","C","ct_9",566,"tr_2"
55702,"QA","68","68","526e","CDI","O","P","ct_9",506,"tr_3"
55706,"KZ","69","69","542a","CDI","O","P","ct_9",1300,"tr_1"
55709,"QB","12","12","525d","CDI","O","C","ct_8",1820,"tr_4"
55719,"QB","83","83","671c","CDI","O","C","ct_9",1820,"tr_4"
55731,"QB","31","65","526d","CDI","O","C","ct_8",1820,"tr_4"
55739,"QB","14","14","563a","CDI","O","N","ct_7",2820,"tr_1"
55740,"OZ",NA,"54","333f","CDI","O","C","ct_2",1062,"tr_6"
55743,"QB","01","01","563b","CDI","O","P","ct_8",1364,"tr_3"
55766,"NZ","57","57","632k","CDI","O","P","ct_9",807,"tr_5"
55803,"JA","75","75","353a","CDI","O","C","ct_9",1698,"tr_6"
55806,"NZ","76","76","631a","CDD","O","C","ct_8",594,"tr_2"
55807,"QA","37","37","526a","CDI","O","C","ct_9",2467,"tr_6"
55811,"SZ","06","06","636d","CDI","O","C","ct_8",1204,"tr_3"
55829,"RZ","14","14","564b","CDI","O","C","ct_9",1820,"tr_1"
55839,"CG","80","80","676c","CDI","O","C","ct_9",492,"tr_1"
55840,"RZ","34","34","541b","CDI","O","C","ct_8",1085,"tr_1"
55841,"QB","22","22","563a","CDI","O","N","ct_7",3000,"tr_1"
55845,"CC","50","50","632d","CDI","O","C","ct_9",609,"tr_4"
55847,"TZ","44","44","563c","CDI","O","C",NA,552,NA
55853,"QA","44","44","526a","CDI","O","P","ct_8",1557,"tr_3"
55880,"KZ","95","95","676c","CDI","O","C","ct_9",1818,"tr_4"
55881,"CA","44","44","674c","CDI","O","C","ct_9",525,"tr_5"
55886,"NZ","33","36","542a","CDI","O","C","ct_9",455,"tr_0"
55893,"NZ","95","75","671c","TTP","O","N","ct_9",1336,"tr_1"
55898,"CC","67","68","674e","CDI","O","C","ct_9",1943,"tr_6"
55911,"GZ",NA,NA,"554f","CDI","O","P","ct_6",1167,"tr_1"
55919,"QA","54","54","632k","CDI","O","C","ct_3",1820,"tr_6"
55927,"PZ","92","92","422e","CDI","O","C","ct_8",1873,"tr_5"
55939,"GZ","29","29","641a","CDI","O","C","ct_9",1820,"tr_1"
55955,"QA","40","40","641a","CDI","O","C","ct_8",1742,"tr_1"
55963,"NZ","92","95","486e","CDI","O","C","ct_9",1146,"tr_4"
55989,"OZ","70","70","525c","CDI","O","C","ct_2",1082,"tr_6"
56006,"QA","67","67","523d","CDI","O","C","ct_3",1501,"tr_6"
56030,"QA","31","31","526a","CDI","O","C","ct_9",1648,"tr_6"
56038,"QA","91","91","526b","CDI","O","C","ct_9",1682,"tr_1"
56045,"QB","93","93","525d","CDI","O","C","ct_8",1139,"tr_2"
56052,"FZ","94","94","632f","CDI","O","C","ct_9",1296,"tr_2"
56066,"HZ","42","69","641b","CDI","O","C",NA,393,NA
56070,"HZ","67","67","676c","CDI","O","C","ct_9",759,"tr_6"
56082,"NZ","92","75","534a","CDI","O","C","ct_9",1820,"tr_6"
56088,"NZ","94","94","684a","CDI","O","P",NA,419,"tr_1"
56104,"NZ",NA,NA,"684a","CDI","O","P","ct_9",769,"tr_6"
56111,"QA","83","83","526e","CDI","O","C","ct_9",2200,"tr_3"
56113,"JC","75","92","388a","CDI","O","C","ct_9",1771,"tr_5"
56119,"LZ",NA,NA,"684a","CDI","O","P","ct_9",397,"tr_5"
56141,"HZ","62","62","641a","CDI","O","C","ct_9",906,"tr_3"
56145,"GZ","54","54","542a","CDI","O","C","ct_9",531,"tr_0"
56151,"TZ","24","24","563c","AUT","O","C",NA,457,NA
56163,"GZ","36","36","634c","TTP","O","C",NA,242,NA
56171,"QA","06","06","542a","CDI","O","C","ct_8",1649,"tr_1"
56188,"QB","95","95","526d","CDI","O","C","ct_8",1883,"tr_4"
56198,"CB","34","34","675a","CDI","O","C","ct_9",607,"tr_4"
56206,"GZ","82","31","554d","CDI","O","C","ct_9",1249,"tr_1"
56219,"CE","55","55","484a","CDI","O","C","ct_9",1820,"tr_5"
56220,"MC","69","69","643a","CDI","O","N","ct_9",1002,"tr_0"
56221,"QB","31","31","563b","AUT","O","C","ct_2",991,"tr_3"
56229,"HZ","56","56","641b","CDI","O","C","ct_9",1730,"tr_2"
56231,"NZ","21","21","684a","CDI","O","P","ct_9",971,"tr_4"
56232,"OZ","83","83","525a","CDI","O","C",NA,133,NA
56253,"FZ","25","25","632a","CDI","O","C","ct_9",1631,"tr_5"
56261,"TZ","51","51","563c","CDI","O","N",NA,571,NA
56263,"PZ","92","92","422d","CDI","O","P","ct_8",917,"tr_4"
56266,"CC","78","78","675b","CDI","O","C","ct_9",1712,"tr_2"
56271,"NZ","93","92","534a","CDI","O","C","ct_9",1705,"tr_0"
56283,"FZ","57","54","651b","CDI","O","C","ct_9",1764,"tr_3"
56291,"GZ","17","17","653a","CDI","O","C","ct_9",2064,"tr_2"
56297,"FZ","45","45","632a","CDI","O","C","ct_9",1726,"tr_5"
56298,"NZ","60","77","641a","CDI","O","C","ct_9",1820,"tr_2"
56302,"NZ","13","13","461d","CDI","O","C","ct_9",1827,"tr_4"
56327,"QB","58","58","563b","CDI","O","N","ct_7",696,"tr_1"
56328,"QB","13","13","563b","CDI","O","P","ct_8",1684,"tr_4"
56335,"CH","26","26","673c","CDI","O","C","ct_9",1066,"tr_2"
56347,"QB","57","57","563a","CDI","O","N","ct_7",3000,"tr_1"
56359,"QA","44","44","526b","CDI","O","P","ct_6",1554,"tr_1"
56363,"PZ",NA,NA,"421b","CDI","O","C","ct_8",1820,"tr_3"
56372,"HZ","10","10","461e","CDI","O","C","ct_9",1517,"tr_1"
56378,"CL","78","92","477b","CDI","O","C","ct_9",1912,"tr_6"
56382,"GZ","06","59","484a","CDI","O","C","ct_9",1183,"tr_1"
56398,"QB","59","59","524c","AUT","X","P","ct_2",565,"tr_4"
56402,"QA","67","67","542a","CDI","O","P","ct_6",1248,"tr_1"
56405,"TZ","51","51","563c","CDI","O","C",NA,427,NA
56406,"GZ","19","33","554b","CDI","O","C","ct_9",2000,"tr_1"
56407,"NZ","01","71","684a","CDI","O","P","ct_9",1999,"tr_6"
56408,"CK","69","69","373d","CDI","O","C","ct_9",1820,"tr_5"
56416,"GZ","75","75","554e","CDI","O","C","ct_9",565,"tr_1"
56424,"CG","22","78","625c","CDI","O","C","ct_9",355,"tr_5"
56432,"CA","22","22","674b","CDI","O","P","ct_9",1417,"tr_6"
56433,"QB","62","62","563a","CDI","O","N","ct_7",1236,"tr_1"
56450,"EZ","76","76","628e","CDI","O","C","ct_9",1351,"tr_4"
56452,"NZ","75","75","564a","CDI","O","N","ct_8",2796,"tr_1"
56459,"CK","69","69","384c","CDI","O","C","ct_9",1729,"tr_6"
56469,"FZ","29","29","461d","CDI","O","C","ct_9",1669,"tr_2"
56477,"HZ","69","69","655a","CDI","O","C","ct_9",1820,"tr_3"
56480,"TZ","68","68","563c","CDI","O","N","ct_7",176,"tr_0"
56481,"LZ","22","22","543f","CDI","O","C","ct_9",1820,"tr_1"
56482,"GZ","72","72","552a","CDI","O","P","ct_9",1560,"tr_5"
56501,"QA","42","69","526b","CDI","O","C","ct_9",1521,"tr_2"
56510,"JC","69","69","352a","CDI","O","C","ct_9",1820,"tr_3"
56515,"CB","75","75","554f","CDI","O","P","ct_9",980,"tr_6"
56526,"QB","49","49","564b","AUT","X","C",NA,124,NA
56537,"CH","76","79","387a","CDI","O","C","ct_9",1578,"tr_6"
56538,"QB","78","95","525d","CDI","O","C","ct_8",1820,"tr_3"
56539,"CL","38","38","676c","CDI","O","C","ct_9",1276,"tr_6"
56551,"QB","28","28","525d","CDI","O","C","ct_8",1458,"tr_4"
56567,"GZ","50","50","554a","CDI","O","C","ct_9",1958,"tr_5"
56588,"QA","02","51","526a","CDI","O","P","ct_9",1073,"tr_5"
56593,"NZ","35","35","684a","CDI","O","P","ct_9",1250,"tr_6"
56599,"GZ","51","51","542a","CDI","O","C","ct_9",1714,"tr_4"
56604,"MC","30","34","643a","CDI","O","P",NA,296,NA
56605,"NZ","31","31","632a","TTP","O","C","ct_9",1205,"tr_1"
56611,"PZ","78","75","342b","AUT","O","C","ct_1",2137,"tr_5"
56634,"HZ","69","69","641b","CDI","O","P","ct_9",462,"tr_6"
56653,"CL","24","24","624c","CDI","O","C","ct_9",1649,"tr_5"
56659,"GZ","37","37","551a","CDI","O","C","ct_9",1518,"tr_5"
56660,"NZ","92","92","461f","CDI","O","C","ct_9",1784,"tr_6"
56668,"QB","78","92","526d","CDI","O","C","ct_8",1719,"tr_2"
56685,"MB","78","78","524b","CDI","O","N",NA,151,NA
56688,"HZ","44","44","641a","CDI","O","C","ct_9",1860,"tr_2"
56692,"KZ","92","92","545c","CDI","O","C","ct_9",1918,"tr_6"
56694,"FZ","91","91","481b","CDI","O","C","ct_9",1708,"tr_4"
56700,"PZ","27","27","422e","CDI","O","P","ct_8",1716,"tr_4"
56705,"TZ","36","36","563c","CDI","O","P",NA,469,NA
56709,"QA",NA,NA,"526a","CDI","O","C","ct_9",1904,"tr_6"
56714,"FZ","71","71","632a","CDI","O","C","ct_9",1603,"tr_4"
56716,"OZ","46","46","333f","CDI","O","C","ct_8",1938,"tr_2"
56717,"NZ","13","13","534a","CDI","O","C","ct_9",1706,"tr_5"
56723,"RZ","91","91","424a","CDI","O","P","ct_8",227,"tr_1"
56730,"SZ","86","86","562b","CDI","O","P","ct_9",1347,"tr_1"
56737,"QA","06","06","451h","CDI","O","C","ct_3",1830,"tr_5"
56756,"HZ","69","69","344b","CDI","O","P","ct_9",842,"tr_5"
56760,"PZ","94","14","691b","CDI","O","C","ct_6",1072,"tr_1"
56762,"NZ","07","30","684a","CDI","O","C","ct_9",1131,"tr_3"
56765,"CL","42","78","676e","CDI","O","C","ct_9",1175,"tr_6"
56778,"CC","78","78","543b","CDI","O","P","ct_9",1197,"tr_1"
56780,"TZ","14","14","563c","CDI","O","C",NA,785,NA
56803,"OZ","78","75","525b","AUT","O","P","ct_2",859,"tr_6"
56804,"HZ","2A","2A","546b","CDI","O","C","ct_9",1541,"tr_3"
56806,"CF","49","49","475a","CDI","O","P","ct_9",2604,"tr_1"
56812,"QB","22","22","563a","CDI","O","N","ct_7",2212,"tr_1"
56817,"HZ","13","13","333c","CDI","O","C","ct_9",1820,"tr_3"
56866,"CA","13","13","461e","CDI","O","C","ct_9",1820,"tr_4"
56878,"TZ","87","87","563c","CDI","O","N",NA,1269,NA
56896,"MA","95","75","542a","CDI","O","C","ct_9",1944,"tr_2"
56898,"CH","10","10","543f","CDI","O","C","ct_9",1821,"tr_5"
56934,"CL","17","17","621a","CDI","O","C","ct_9",1838,"tr_6"
56938,"QB","28","28","563a","CDI","O","N","ct_7",2053,"tr_1"
56946,"QA","53","53","542a","CDD","O","P","ct_6",390,"tr_1"
56953,"MA","44","65","424a","CDI","O","C",NA,158,NA
56954,"CM","07","07","388a","CDI","O","C","ct_9",1854,"tr_6"
56959,"IZ","22","22","525d","CDI","O","P","ct_9",909,"tr_3"
56983,"HZ",NA,NA,"634d","CDI","O","C","ct_9",455,"tr_2"
56985,"FZ","74","73","681a","CDI","O","C","ct_9",2297,"tr_1"
57017,"PZ","85","85","341a","CDI","O","C","ct_8",1820,"tr_4"
57021,"OZ","50","50","545d","CDI","O","P","ct_8",1638,"tr_5"
57022,"JC","93","92","461f","CDI","O","C","ct_9",1820,"tr_3"
57026,"TZ","56","56","563c","CDI","O","N","ct_7",1140,"tr_1"
57031,"KZ","75","75","467b","CDI","O","C","ct_9",1974,"tr_2"
57052,"QA","94","75","526a","CDI","O","C","ct_9",2106,"tr_4"
57057,"CM","45","28","652a","CDI","O","C","ct_9",769,"tr_1"
57078,"QB","57","57","525d","CDI","O","P","ct_8",910,"tr_1"
57084,"NZ","75","75","564a","CDI","O","P","ct_8",1547,"tr_1"
57092,"IZ","33","33","543b","CDI","O","C","ct_9",1047,"tr_3"
57099,"FZ","33","33","632b","CDI","O","C","ct_9",1757,"tr_3"
57116,"HZ","91","91","546c","CDI","O","P",NA,156,NA
57126,"FZ","31","31","671c","CDI","O","C","ct_9",1285,"tr_2"
57132,"QB","84","84","525d","CDI","O","P","ct_8",1638,"tr_4"
57145,"MA","12","31","388d","CDI","O","C","ct_9",1687,"tr_4"
57151,"NZ","95","95","534a","CDI","O","C","ct_9",781,"tr_6"
57166,"QA","93","93","525d","CDI","O","C","ct_9",1852,"tr_6"
57171,"CA","78","78","636c","CDI","O","P","ct_9",567,"tr_3"
57175,"CA","44","44","628f","CDI","O","P","ct_6",573,"tr_1"
57180,"CA","06","06","643a","CDI","O","C","ct_9",685,"tr_3"
57194,"MA","33","33","543c","CDI","O","P","ct_6",334,"tr_0"
57198,"CM","60","93","673b","CDI","O","C","ct_9",1826,"tr_3"
57206,"QB","57","57","563a","CDI","O","N","ct_7",425,"tr_0"
57218,"GZ","59","59","676c","CDI","O","C","ct_9",1418,"tr_6"
57227,"QB","13","13","525d","CDI","O","C","ct_9",1850,"tr_4"
57234,"CE","62","59","625c","CDI","O","C","ct_9",1610,"tr_5"
57250,"NZ","77","92","684a","CDI","O","C",NA,369,"tr_1"
57266,"GZ","12","46","552a","CDI","O","P","ct_9",504,"tr_1"
57270,"PZ","93","75","422d","CDI","O","C","ct_8",875,"tr_2"
57281,"OZ","49","49","621f","CDI","O","N",NA,346,NA
57287,"QB","42","69","526d","CDI","O","C","ct_8",1723,"tr_5"
57292,"HZ","13","13","628b","CDI","O","C","ct_5",1624,"tr_6"
57302,"QB","31","31","675b","AUT","X","P","ct_8",1456,"tr_5"
57303,"PZ","92","75","451e","CDI","O","C","ct_1",1820,"tr_6"
57309,"MA","64","64","525d","CDI","O","C","ct_9",1771,"tr_6"
57322,"OZ","75","94","621f","CDI","O","C",NA,151,NA
57331,"IZ","68","68","632k","CDI","O","C","ct_9",919,"tr_2"
57342,"HZ","75","93","451a","CDI","O","C","ct_9",537,"tr_3"
57343,"CJ","38","38","383c","CDI","O","C","ct_9",1736,"tr_6"
57363,"NZ","92","77","534a","CDI","O","C","ct_9",1820,"tr_6"
57379,"IZ","17","17","561f","CDI","O","C","ct_9",1712,"tr_2"
57381,"CG","02","51","674d","CDI","O","C","ct_9",1406,"tr_5"
57390,"GZ","21","21","653a","CDI","O","C","ct_9",1669,"tr_4"
57392,"CB","67","67","475a","CDI","O","C","ct_9",1159,"tr_4"
57404,"GZ","93","75","542a","CDI","O","C","ct_9",1832,"tr_1"
57407,"OZ","31","31","523c","AUT","O","C","ct_2",1837,"tr_6"
57408,"GZ","78","78","543g","CDI","O","C","ct_9",1148,"tr_6"
57417,"CL","57","57","628b","CDI","O","C","ct_9",1630,"tr_6"
57432,"OZ","62","62","563b","AUT","O","C","ct_2",1820,"tr_5"
57448,"QA","30","34","525d","CDI","O","C","ct_9",152,"tr_6"
57453,"QA","70","70","542a","CDI","O","C","ct_6",1694,"tr_1"
57455,"OZ","37","37","525c","CDI","O","N",NA,372,NA
57468,"PZ","37","37","676c","CDI","O","C","ct_9",1338,"tr_1"
57474,"GZ","13","13","534a","CDI","O","C","ct_9",1321,"tr_1"
57478,"QA","52","52","526e","CDI","O","C","ct_9",2070,"tr_3"
57482,"QA","68","68","526b","CDI","O","P","ct_6",624,"tr_1"
57483,"AZ","33","33","691d","CDI","O","C",NA,156,NA
57497,"QB","34","34","563b","CDI","O","P","ct_9",243,"tr_3"
57498,"CC","84","84","674e","CDI","O","C","ct_9",1823,"tr_4"
57500,"RZ","14","14","691b","CDI","O","C",NA,208,NA
57512,"SZ","67","67","562a","TOA","O","P","ct_9",1080,"tr_1"
57521,"JC","28","28","544a","CDI","O","C","ct_9",1792,"tr_1"
57526,"GZ","95","93","634c","CDI","O","C","ct_9",2275,"tr_1"
57527,"GZ","09","09","636a","CDI","O","C","ct_9",2200,"tr_5"
57529,"QB","41","41","676e","CDI","O","C","ct_8",995,"tr_3"
57532,"TZ","67","67","563a","CDI","O","C",NA,434,NA
57535,"KZ","77","94","478b","CDI","O","C","ct_9",1820,"tr_6"
57541,"NZ","51","51","526b","CDI","O","P","ct_9",932,"tr_1"
57544,"QA","03","03","525d","CDI","O","C","ct_9",1680,"tr_6"
57548,"GZ","07","26","676c","CDD","O","C","ct_9",1483,"tr_4"
57567,"HZ","93","93","676b","CDI","O","C","ct_9",901,"tr_2"
57568,"QA","94","94","526e","CDI","O","C","ct_9",1508,"tr_1"
57570,"QA","22","22","526b","CDI","O","C","ct_9",916,"tr_1"
57575,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1820,"tr_6"
57587,"QB","93","92","434a","CDI","O","C","ct_8",1821,"tr_3"
57590,"CG","13","13","674a","CDI","O","C","ct_9",1883,"tr_6"
57603,"FZ","44","44","632g","CDI","O","C",NA,140,NA
57639,"CA","88","88","652a","CDI","O","C","ct_9",1886,"tr_5"
57649,"QA",NA,NA,"526a","CDI","O","C","ct_9",1820,"tr_5"
57651,"CL","33","33","628a","CDI","O","C","ct_9",1820,"tr_6"
57655,"CM","83","76","387e","CDI","O","C","ct_9",1527,"tr_4"
57692,"NZ","67","67","684a","CDI","O","P","ct_9",500,"tr_4"
57737,"HZ","59","59","473b","CDI","O","C","ct_9",1983,"tr_6"
